SVAMITVA Property Card ID,Linked Land Record Parcel ID,Survey / Gat / Property No.,State,District,Tehsil / Taluka,Village,Owner Name,Father / Spouse Name,Owner Type,Total Area (sq m),Land / Property Type,Property Card Status,Property Card Prepared Date,Distribution Date,Drone Survey Status,Drone Survey Date,Ortho Image Status,Vector Data Status,DEM Data Status,Parcel Digitisation Status,Cadastral / Parcel Geometry WKT,Record Source,Record Date / Last Updated,Verification Status,Survey Completed,Ground Truthing Status,CORS / Control Point Status,Property Card Prepared,Objection Received,Objection Date,Objection Disposed,Objection Disposal Date,Card Ready for Distribution,Property Card Distributed,Latitude,Longitude,Notified Village,Drone Flying Completed,Data Processing Completed,Data Processing Status,Ortho Data Received,Vector Data Received,Property Cards Prepared,Property Cards Distributed,Feature Extraction Status,Ground Verification Date
SVPC-MH-0006100,MH-DEMO-00052,SV-08-10-0100,Maharashtra,Kolhapur,Gadhinglaj,Demo Village 10,Priya Ingale,Sachin Mhatre,Individual,35.0,Open Plot,Prepared,2024-10-02,,Completed,2024-09-07,Received,Received,Received,Digitised,"POLYGON((20.079650 77.759650,20.080350 77.759650,20.080350 77.760350,20.079650 77.760350,20.079650 77.759650))",Synthetic SVAMITVA Demo Dataset,2026-05-01,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,77.75965,20.07965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-09-14
SVPC-MH-0006101,MH-DEMO-00053,SV-08-11-0001,Maharashtra,Kolhapur,Chandgad,Demo Village 01,Seema Patil,Vinod Kulkarni,Individual,37.9,Other Abadi Property,Distributed,2024-10-06,,Completed,2024-09-10,Received,Received,Received,Digitised,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-05-02,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87961,20.15961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-09-17
SVPC-MH-0006102,MH-DEMO-00054,SV-08-11-0002,Maharashtra,Kolhapur,Chandgad,Demo Village 02,Tanmay Deshpande,Kiran Verma,Individual,40.8,Residential Abadi,Under Verification,2024-10-10,,Completed,2024-09-13,Received,Received,Available,Under Processing,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-05-03,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,Yes,77.87957,20.15957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2024-09-20
SVPC-MH-0006103,MH-DEMO-00055,SV-08-11-0003,Maharashtra,Kolhapur,Chandgad,Demo Village 03,Aditi Mhatre,Rohit Wagh,Individual,43.7,Mixed Residential,Digitisation Completed,2024-10-14,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-05-04,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87953,20.15953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0006104,MH-DEMO-00056,SV-08-11-0004,Maharashtra,Kolhapur,Chandgad,Demo Village 04,Deepak Pawar,Vikas Patil,Individual,46.6,Institutional,Prepared,2024-10-18,,Completed,2024-09-19,Received,Received,Received,Digitised,"POLYGON((20.159490 77.879490,20.160510 77.879490,20.160510 77.880510,20.159490 77.880510,20.159490 77.879490))",Synthetic SVAMITVA Demo Dataset,2026-05-05,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,No,Yes,77.87949,20.15949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006105,MH-DEMO-00057,SV-08-11-0005,Maharashtra,Kolhapur,Chandgad,Demo Village 05,Mohan Mane,Gaurav Kamble,Individual,49.5,Commercial,Distributed,2024-10-22,,Completed,2024-09-22,Received,Received,Received,Digitised,"POLYGON((20.159650 77.879650,20.160350 77.879650,20.160350 77.880350,20.159650 77.880350,20.159650 77.879650))",Synthetic SVAMITVA Demo Dataset,2026-05-06,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,77.87965,20.15965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-09-29
SVPC-MH-0006106,MH-DEMO-00058,SV-08-11-0006,Maharashtra,Kolhapur,Chandgad,Demo Village 06,Rajesh Tiwari,Ramesh Gaikwad,Individual,52.4,Open Plot,Under Verification,2024-10-26,,Completed,2024-09-25,Received,Received,Available,Digitised,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-05-07,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,77.87961,20.15961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2024-10-02
SVPC-MH-0006107,MH-DEMO-00059,SV-08-11-0007,Maharashtra,Kolhapur,Chandgad,Demo Village 07,Sneha Chavan,Vijay Borkar,Individual,55.3,Other Abadi Property,Digitisation Completed,2024-10-30,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-05-08,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87957,20.15957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-10-05
SVPC-MH-0006108,MH-DEMO-00060,SV-08-11-0008,Maharashtra,Kolhapur,Chandgad,Demo Village 08,Vijay Kamble,Dhananjay Kadam,Individual,58.2,Residential Abadi,Prepared,2024-11-03,,Completed,2024-10-01,Received,Received,Received,Under Processing,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-05-09,Synthetic - Not Government Verified,Yes,In Progress,Pending,Yes,No,,Not Applicable,,Yes,Yes,77.87953,20.15953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006109,MH-DEMO-00061,SV-08-11-0009,Maharashtra,Kolhapur,Chandgad,Demo Village 09,Amit Kharat,Rajesh Tiwari,Individual,61.1,Mixed Residential,Distributed,2024-11-07,,Completed,2024-10-04,Received,Received,Received,Digitised,"POLYGON((20.159490 77.879490,20.160510 77.879490,20.160510 77.880510,20.159490 77.880510,20.159490 77.879490))",Synthetic SVAMITVA Demo Dataset,2026-05-10,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87949,20.15949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006110,MH-DEMO-00062,SV-08-11-0010,Maharashtra,Kolhapur,Chandgad,Demo Village 10,Gaurav Kulkarni,Vaishnavi Thakur,Individual,64.0,Institutional,Under Verification,2024-11-11,,Completed,2024-10-07,Received,Received,Available,Digitised,"POLYGON((20.159650 77.879650,20.160350 77.879650,20.160350 77.880350,20.159650 77.880350,20.159650 77.879650))",Synthetic SVAMITVA Demo Dataset,2026-05-11,Synthetic - Not Government Verified,Yes,Completed,Available,No,Yes,2024-10-19,Yes,2024-11-01,No,No,77.87965,20.15965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2024-10-14
SVPC-MH-0006111,MH-DEMO-00063,SV-08-11-0011,Maharashtra,Kolhapur,Chandgad,Demo Village 01,Nikhil Kale,Deepak Deshmukh,Individual,66.9,Commercial,Digitisation Completed,2024-11-15,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-05-12,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,No,Yes,77.87961,20.15961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-10-17
SVPC-MH-0006112,MH-DEMO-00064,SV-08-11-0012,Maharashtra,Kolhapur,Chandgad,Demo Village 02,Rohit Jadhav,Rahul Gawande,Individual,69.8,Open Plot,Prepared,2024-11-19,,Completed,2024-10-13,Received,Received,Received,Digitised,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-05-13,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87957,20.15957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-10-20
SVPC-MH-0006113,MH-DEMO-00065,SV-08-11-0013,Maharashtra,Kolhapur,Chandgad,Demo Village 03,Sunita Thakur,Tanmay Pawar,Individual,72.7,Other Abadi Property,Distributed,2024-11-23,,Completed,2024-10-16,Received,Received,Received,Digitised,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-05-14,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87953,20.15953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006114,MH-DEMO-00066,SV-08-11-0014,Maharashtra,Kolhapur,Chandgad,Demo Village 04,Vinod Salve,Ashok Kale,Individual,75.6,Residential Abadi,Under Verification,2024-11-27,,Completed,2024-10-19,Received,Received,Available,Under Processing,"POLYGON((20.159490 77.879490,20.160510 77.879490,20.160510 77.880510,20.159490 77.880510,20.159490 77.879490))",Synthetic SVAMITVA Demo Dataset,2026-05-15,Synthetic - Not Government Verified,Yes,Pending,Pending,No,No,,Not Applicable,,No,Yes,77.87949,20.15949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0006115,MH-DEMO-00067,SV-08-11-0015,Maharashtra,Kolhapur,Chandgad,Demo Village 05,Anjali Gaikwad,Priya Bhosale,Individual,78.5,Mixed Residential,Digitisation Completed,2024-12-01,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159650 77.879650,20.160350 77.879650,20.160350 77.880350,20.159650 77.880350,20.159650 77.879650))",Synthetic SVAMITVA Demo Dataset,2026-05-16,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,77.87965,20.15965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2024-10-29
SVPC-MH-0006116,MH-DEMO-00068,SV-08-11-0016,Maharashtra,Kolhapur,Chandgad,Demo Village 06,Mahesh Sawant,Swati Yadav,Individual,81.4,Institutional,Prepared,2024-12-05,,Completed,2024-10-25,Received,Received,Received,Digitised,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-05-17,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87961,20.15961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-11-01
SVPC-MH-0006117,MH-DEMO-00069,SV-08-11-0017,Maharashtra,Kolhapur,Chandgad,Demo Village 07,Prakash Verma,Arjun Deshpande,Individual,84.3,Commercial,Distributed,2024-12-09,,Completed,2024-10-28,Received,Received,Received,Digitised,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-05-18,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87957,20.15957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-11-04
SVPC-MH-0006118,MH-DEMO-00070,SV-08-11-0018,Maharashtra,Kolhapur,Chandgad,Demo Village 08,Sanjay Bhosale,Prakash Kharat,Individual,87.2,Open Plot,Under Verification,2024-12-13,,Completed,2024-10-31,Received,Received,Available,Digitised,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-05-19,Synthetic - Not Government Verified,Yes,In Progress,Available,No,No,,Not Applicable,,No,Yes,77.87953,20.15953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0006119,MH-DEMO-00071,SV-08-11-0019,Maharashtra,Kolhapur,Chandgad,Demo Village 09,Swati Dhole,Suresh Sawant,Individual,25.1,Other Abadi Property,Digitisation Completed,2024-12-17,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159490 77.879490,20.160510 77.879490,20.160510 77.880510,20.159490 77.880510,20.159490 77.879490))",Synthetic SVAMITVA Demo Dataset,2026-05-20,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87949,20.15949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0006120,MH-DEMO-00072,SV-08-11-0020,Maharashtra,Kolhapur,Chandgad,Demo Village 10,Aarav Deshmukh,Anjali Shinde,Individual,28.0,Residential Abadi,Prepared,2024-11-06,,Completed,2024-11-06,Received,Received,Received,Under Processing,"POLYGON((20.159650 77.879650,20.160350 77.879650,20.160350 77.880350,20.159650 77.880350,20.159650 77.879650))",Synthetic SVAMITVA Demo Dataset,2026-05-21,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,No,77.87965,20.15965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-11-13
SVPC-MH-0006121,MH-DEMO-00073,SV-08-11-0021,Maharashtra,Kolhapur,Chandgad,Demo Village 01,Ashok Joshi,Pooja Ingale,Individual,30.9,Mixed Residential,Distributed,2024-11-10,,Completed,2024-11-09,Received,Received,Received,Digitised,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-05-22,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87961,20.15961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-11-16
SVPC-MH-0006122,MH-DEMO-00074,SV-08-11-0022,Maharashtra,Kolhapur,Chandgad,Demo Village 02,Meena Borkar,Sunita Chavan,Individual,33.8,Institutional,Under Verification,2024-11-14,,Completed,2024-11-12,Received,Received,Available,Digitised,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-05-23,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,77.87957,20.15957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2024-11-19
SVPC-MH-0006123,MH-DEMO-00075,SV-08-11-0023,Maharashtra,Kolhapur,Chandgad,Demo Village 03,Rahul Shinde,Aniket Salve,Individual,36.7,Commercial,Digitisation Completed,2024-11-18,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-05-24,Synthetic - Not Government Verified,No,In Progress,Available,Yes,Yes,2024-11-27,No,,Yes,Yes,77.87953,20.15953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0006124,MH-DEMO-00076,SV-08-11-0024,Maharashtra,Kolhapur,Chandgad,Demo Village 04,Shivam Wagh,Nikhil Joshi,Individual,39.6,Open Plot,Prepared,2024-11-22,,Completed,2024-11-18,Received,Received,Received,Digitised,"POLYGON((20.159490 77.879490,20.160510 77.879490,20.160510 77.880510,20.159490 77.880510,20.159490 77.879490))",Synthetic SVAMITVA Demo Dataset,2026-05-25,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87949,20.15949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006125,MH-DEMO-00077,SV-08-11-0025,Maharashtra,Kolhapur,Chandgad,Demo Village 05,Vaishnavi Yadav,Sonal Raut,Individual,42.5,Other Abadi Property,Distributed,2024-11-26,,Completed,2024-11-21,Received,Received,Received,Digitised,"POLYGON((20.159650 77.879650,20.160350 77.879650,20.160350 77.880350,20.159650 77.880350,20.159650 77.879650))",Synthetic SVAMITVA Demo Dataset,2026-05-26,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,No,77.87965,20.15965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-11-28
SVPC-MH-0006126,MH-DEMO-00078,SV-08-11-0026,Maharashtra,Kolhapur,Chandgad,Demo Village 06,Akash More,Amit Mane,Individual,45.4,Residential Abadi,Under Verification,2024-11-30,,Completed,2024-11-24,Received,Received,Available,Under Processing,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-05-27,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,Yes,77.87961,20.15961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2024-12-01
SVPC-MH-0006127,MH-DEMO-00079,SV-08-11-0027,Maharashtra,Kolhapur,Chandgad,Demo Village 07,Dhananjay Gawande,Nandini Jadhav,Individual,48.3,Mixed Residential,Digitisation Completed,2024-12-04,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-05-28,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87957,20.15957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-12-04
SVPC-MH-0006128,MH-DEMO-00080,SV-08-11-0028,Maharashtra,Kolhapur,Chandgad,Demo Village 08,Nandini Raut,Sneha Dhole,Individual,51.2,Institutional,Prepared,2024-12-08,,Completed,2024-11-30,Received,Received,Received,Digitised,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-05-29,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87953,20.15953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006129,MH-DEMO-00081,SV-08-11-0029,Maharashtra,Kolhapur,Chandgad,Demo Village 09,Ramesh Kadam,Akash More,Individual,54.1,Commercial,Distributed,2024-12-12,,Completed,2024-12-03,Received,Received,Received,Digitised,"POLYGON((20.159490 77.879490,20.160510 77.879490,20.160510 77.880510,20.159490 77.880510,20.159490 77.879490))",Synthetic SVAMITVA Demo Dataset,2026-05-30,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87949,20.15949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006130,MH-DEMO-00082,SV-08-11-0030,Maharashtra,Kolhapur,Chandgad,Demo Village 10,Sonal Ingale,Mohan Mhatre,Individual,57.0,Open Plot,Under Verification,2024-12-16,,Completed,2024-12-06,Received,Received,Available,Digitised,"POLYGON((20.159650 77.879650,20.160350 77.879650,20.160350 77.880350,20.159650 77.880350,20.159650 77.879650))",Synthetic SVAMITVA Demo Dataset,2026-05-31,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,No,77.87965,20.15965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2024-12-13
SVPC-MH-0006131,MH-DEMO-00083,SV-08-11-0031,Maharashtra,Kolhapur,Chandgad,Demo Village 01,Vikas Patil,Shivam Kulkarni,Individual,59.9,Other Abadi Property,Digitisation Completed,2024-12-20,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-06-01,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87961,20.15961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-12-16
SVPC-MH-0006132,MH-DEMO-00084,SV-08-11-0032,Maharashtra,Kolhapur,Chandgad,Demo Village 02,Aniket Deshpande,Aditi Verma,Individual,62.8,Residential Abadi,Prepared,2024-12-24,,Completed,2024-12-12,Received,Received,Received,Under Processing,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-06-02,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,No,Yes,77.87957,20.15957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-12-19
SVPC-MH-0006133,MH-DEMO-00085,SV-08-11-0033,Maharashtra,Kolhapur,Chandgad,Demo Village 03,Kiran Mhatre,Meena Wagh,Individual,65.7,Mixed Residential,Distributed,2024-12-28,,Completed,2024-12-15,Received,Received,Received,Digitised,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-06-03,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87953,20.15953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0006134,MH-DEMO-00086,SV-08-11-0034,Maharashtra,Kolhapur,Chandgad,Demo Village 04,Pooja Pawar,Seema Patil,Individual,68.6,Institutional,Under Verification,2025-01-01,,Completed,2024-12-18,Received,Received,Available,Digitised,"POLYGON((20.159490 77.879490,20.160510 77.879490,20.160510 77.880510,20.159490 77.880510,20.159490 77.879490))",Synthetic SVAMITVA Demo Dataset,2026-06-04,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,77.87949,20.15949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0006135,MH-DEMO-00087,SV-08-11-0035,Maharashtra,Kolhapur,Chandgad,Demo Village 05,Sachin Mane,Aarav Kamble,Individual,71.5,Commercial,Digitisation Completed,2025-01-05,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((20.159650 77.879650,20.160350 77.879650,20.160350 77.880350,20.159650 77.880350,20.159650 77.879650))",Synthetic SVAMITVA Demo Dataset,2026-06-05,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,77.87965,20.15965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2024-12-28
SVPC-MH-0006136,MH-DEMO-00088,SV-08-11-0036,Maharashtra,Kolhapur,Chandgad,Demo Village 06,Suresh Tiwari,Manish Gaikwad,Individual,74.4,Open Plot,Prepared,2025-01-09,,Completed,2024-12-24,Received,Received,Received,Digitised,"POLYGON((20.159610 77.879610,20.160390 77.879610,20.160390 77.880390,20.159610 77.880390,20.159610 77.879610))",Synthetic SVAMITVA Demo Dataset,2026-06-06,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,Yes,2025-01-05,Yes,2025-01-18,Yes,Yes,77.87961,20.15961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-12-31
SVPC-MH-0006137,MH-DEMO-00089,SV-08-11-0037,Maharashtra,Kolhapur,Chandgad,Demo Village 07,Vivek Chavan,Sanjay Borkar,Individual,77.3,Other Abadi Property,Distributed,2025-01-13,,Completed,2024-12-27,Received,Received,Received,Digitised,"POLYGON((20.159570 77.879570,20.160430 77.879570,20.160430 77.880430,20.159570 77.880430,20.159570 77.879570))",Synthetic SVAMITVA Demo Dataset,2026-06-07,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,77.87957,20.15957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2025-01-03
SVPC-MH-0006138,MH-DEMO-00090,SV-08-11-0038,Maharashtra,Kolhapur,Chandgad,Demo Village 08,Arjun Kamble,Vivek Kadam,Individual,80.2,Residential Abadi,Under Verification,2025-01-17,,Completed,2024-12-30,Received,Received,Available,Under Processing,"POLYGON((20.159530 77.879530,20.160470 77.879530,20.160470 77.880470,20.159530 77.880470,20.159530 77.879530))",Synthetic SVAMITVA Demo Dataset,2026-06-08,Synthetic - Not Government Verified,Yes,In Progress,Pending,No,No,,Not Applicable,,No,Yes,77.87953,20.15953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
