ULPIN / Parcel ID,Survey Number / Gat Number,District,Taluka,Village,Owner / Rights-holder details,Land Area (hectares),Land Classification / Land Type,Tenure / Rights details,7/12 Record,8A Record,Mutation / Ferfar details,Mutation Date,Mutation Status,Cadastral Parcel Boundary / Geometry,Property Card,Record Source,Record Date / Last Updated,Verification Status,Owner Name,Owner / Rights-holder Type,Owner Share,Owner Relation,Owner Address
MH-DEMO-00583,111/23,Beed,Demo Taluka 05,Demo Village 11,Name: Aditi Mhatre; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,4.76,Mixed Use,Occupancy Class I,DEMO-712-00583,DEMO-8A-00583,DEMO-FERFAR-00583,2025-07-10,Under Verification,"POLYGON((75.768580 18.973709,75.770291 18.974580,75.769420 18.976291,75.767709 18.975420,75.768580 18.973709))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-08-02,Synthetic - Not Government Verified,Aditi Mhatre,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00584,111/24,Beed,Demo Taluka 06,Demo Village 12,Name: Deepak Pawar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,0.33,Agricultural,Occupancy Class II,DEMO-712-00584,DEMO-8A-00584,DEMO-FERFAR-00584,2025-07-20,No Recent Mutation,"POLYGON((75.756770 19.012547,75.758453 19.013770,75.757230 19.015453,75.755547 19.014230,75.756770 19.012547))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-08-13,Synthetic - Not Government Verified,Deepak Pawar,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00585,111/25,Beed,Demo Taluka 01,Demo Village 01,Name: Mohan Mane; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,0.7,Residential,Government Lease,DEMO-712-00585,DEMO-8A-00585,DEMO-FERFAR-00585,2025-07-30,Updated,"POLYGON((75.745000 18.988416,75.746584 18.990000,75.745000 18.991584,75.743416 18.990000,75.745000 18.988416))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-08-24,Synthetic - Not Government Verified,Mohan Mane,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00586,111/26,Beed,Demo Taluka 02,Demo Village 02,Name: Rajesh Tiwari; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,1.07,Forest,Private Tenure,DEMO-712-00586,DEMO-8A-00586,DEMO-FERFAR-00586,2025-08-09,Pending,"POLYGON((75.733265 18.964324,75.734676 18.966265,75.732735 18.967676,75.731324 18.965735,75.733265 18.964324))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-04,Synthetic - Not Government Verified,Rajesh Tiwari,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00587,111/27,Beed,Demo Taluka 03,Demo Village 03,Name: Sneha Chavan; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.44,Industrial,Other/Restricted,DEMO-712-00587,DEMO-8A-00587,DEMO-FERFAR-00587,2025-08-19,Under Verification,"POLYGON((75.784559 19.003278,75.785722 19.005559,75.783441 19.006722,75.782278 19.004441,75.784559 19.003278))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-15,Synthetic - Not Government Verified,Sneha Chavan,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00588,111/28,Beed,Demo Taluka 04,Demo Village 04,Name: Vijay Kamble and Ashok Joshi; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 04,1.81,Water Body,Occupancy Class I,DEMO-712-00588,DEMO-8A-00588,DEMO-FERFAR-00588,2025-08-29,No Recent Mutation,"POLYGON((75.772514 18.979992,75.773008 18.981514,75.771486 18.982008,75.770992 18.980486,75.772514 18.979992))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-09-26,Synthetic - Not Government Verified,Vijay Kamble and Ashok Joshi,Joint Holders,50%-50%,Joint Holders,Synthetic Address 04
MH-DEMO-00589,111/29,Beed,Demo Taluka 05,Demo Village 05,Name: Amit Kharat; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.18,Wasteland,Occupancy Class II,DEMO-712-00589,DEMO-8A-00589,DEMO-FERFAR-00589,2025-09-08,Updated,"POLYGON((75.760732 19.018993,75.761007 19.020732,75.759268 19.021007,75.758993 19.019268,75.760732 19.018993))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-07,Synthetic - Not Government Verified,Amit Kharat,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00590,111/30,Beed,Demo Taluka 06,Demo Village 06,Name: Gaurav Kulkarni; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,2.55,Mixed Use,Government Lease,DEMO-712-00590,DEMO-8A-00590,DEMO-FERFAR-00590,2025-09-18,Pending,"POLYGON((75.747040 18.995040,75.748960 18.995040,75.748960 18.996960,75.747040 18.996960,75.747040 18.995040))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-18,Synthetic - Not Government Verified,Gaurav Kulkarni,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00591,111/31,Beed,Demo Taluka 01,Demo Village 07,Name: Nikhil Kale; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.92,Agricultural,Private Tenure,DEMO-712-00591,DEMO-8A-00591,DEMO-FERFAR-00591,2025-09-28,Under Verification,"POLYGON((75.735135 18.970810,75.737190 18.971135,75.736865 18.973190,75.734810 18.972865,75.735135 18.970810))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-10-29,Synthetic - Not Government Verified,Nikhil Kale,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00592,111/32,Beed,Demo Taluka 02,Demo Village 08,Name: Rohit Jadhav; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,3.29,Residential,Other/Restricted,DEMO-712-00592,DEMO-8A-00592,DEMO-FERFAR-00592,2025-10-08,No Recent Mutation,"POLYGON((75.786281 19.009589,75.788411 19.010281,75.787719 19.012411,75.785589 19.011719,75.786281 19.009589))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-09,Synthetic - Not Government Verified,Rohit Jadhav,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00593,111/33,Beed,Demo Taluka 03,Demo Village 09,Name: Sunita Thakur; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,3.66,Forest,Occupancy Class I,DEMO-712-00593,DEMO-8A-00593,DEMO-FERFAR-00593,2025-10-18,Updated,"POLYGON((75.774476 18.985386,75.776614 18.986476,75.775524 18.988614,75.773386 18.987524,75.774476 18.985386))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-11-20,Synthetic - Not Government Verified,Sunita Thakur,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00594,111/34,Beed,Demo Taluka 04,Demo Village 10,Name: Vinod Salve; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,4.03,Industrial,Occupancy Class II,DEMO-712-00594,DEMO-8A-00594,DEMO-FERFAR-00594,2025-10-28,Pending,"POLYGON((75.762717 18.961212,75.764788 18.962717,75.763283 18.964788,75.761212 18.963283,75.762717 18.961212))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-01,Synthetic - Not Government Verified,Vinod Salve,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00595,111/35,Beed,Demo Taluka 05,Demo Village 11,Name: Anjali Gaikwad and Pooja Kulkarni; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 01,4.4,Water Body,Government Lease,DEMO-712-00595,DEMO-8A-00595,DEMO-FERFAR-00595,2025-11-07,Under Verification,"POLYGON((75.751000 19.000869,75.752131 19.002000,75.751000 19.003131,75.749869 19.002000,75.751000 19.000869))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-12,Synthetic - Not Government Verified,Anjali Gaikwad and Pooja Kulkarni,Joint Holders,50%-50%,Joint Holders,Synthetic Address 01
MH-DEMO-00596,111/36,Beed,Demo Taluka 06,Demo Village 12,Name: Mahesh Sawant; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,4.77,Wasteland,Private Tenure,DEMO-712-00596,DEMO-8A-00596,DEMO-FERFAR-00596,2025-11-17,No Recent Mutation,"POLYGON((75.739195 18.976771,75.740229 18.978195,75.738805 18.979229,75.737771 18.977805,75.739195 18.976771))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-12-23,Synthetic - Not Government Verified,Mahesh Sawant,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00597,111/37,Beed,Demo Taluka 01,Demo Village 01,Name: Prakash Verma; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,0.34,Mixed Use,Other/Restricted,DEMO-712-00597,DEMO-8A-00597,DEMO-FERFAR-00597,2025-11-27,Updated,"POLYGON((75.790420 19.015709,75.791291 19.017420,75.789580 19.018291,75.788709 19.016580,75.790420 19.015709))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-03,Synthetic - Not Government Verified,Prakash Verma,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00598,111/38,Beed,Demo Taluka 02,Demo Village 02,Name: Sanjay Bhosale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,0.71,Agricultural,Occupancy Class I,DEMO-712-00598,DEMO-8A-00598,DEMO-FERFAR-00598,2025-12-07,Pending,"POLYGON((75.778668 18.991690,75.779310 18.993668,75.777332 18.994310,75.776690 18.992332,75.778668 18.991690))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-14,Synthetic - Not Government Verified,Sanjay Bhosale,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00599,111/39,Beed,Demo Taluka 03,Demo Village 03,Name: Swati Dhole; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.08,Residential,Occupancy Class II,DEMO-712-00599,DEMO-8A-00599,DEMO-FERFAR-00599,2025-12-17,Under Verification,"POLYGON((75.766931 18.967719,75.767281 18.969931,75.765069 18.970281,75.764719 18.968069,75.766931 18.967719))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-01-25,Synthetic - Not Government Verified,Swati Dhole,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00600,111/40,Beed,Demo Taluka 04,Demo Village 04,Name: Aarav Deshmukh; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,1.45,Forest,Government Lease,DEMO-712-00600,DEMO-8A-00600,DEMO-FERFAR-00600,2025-12-27,No Recent Mutation,"POLYGON((75.752800 19.006800,75.755200 19.006800,75.755200 19.009200,75.752800 19.009200,75.752800 19.006800))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-05,Synthetic - Not Government Verified,Aarav Deshmukh,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00601,111/41,Beed,Demo Taluka 05,Demo Village 05,Name: Ashok Joshi; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,1.82,Industrial,Private Tenure,DEMO-712-00601,DEMO-8A-00601,DEMO-FERFAR-00601,2026-01-06,Updated,"POLYGON((75.740936 18.982536,75.743464 18.982936,75.743064 18.985464,75.740536 18.985064,75.740936 18.982536))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-16,Synthetic - Not Government Verified,Ashok Joshi,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00602,111/42,Beed,Demo Taluka 06,Demo Village 06,Name: Meena Borkar and Sneha Kadam; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 03,2.19,Water Body,Other/Restricted,DEMO-712-00602,DEMO-8A-00602,DEMO-FERFAR-00602,2026-01-16,Pending,"POLYGON((75.729486 18.958992,75.731008 18.959486,75.730514 18.961008,75.728992 18.960514,75.729486 18.958992))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-02-27,Synthetic - Not Government Verified,Meena Borkar and Sneha Kadam,Joint Holders,50%-50%,Joint Holders,Synthetic Address 03
MH-DEMO-00603,111/43,Beed,Demo Taluka 01,Demo Village 07,Name: Rahul Shinde; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,2.56,Wasteland,Occupancy Class I,DEMO-712-00603,DEMO-8A-00603,DEMO-FERFAR-00603,2026-01-26,Under Verification,"POLYGON((75.780615 18.997816,75.782184 18.998615,75.781385 19.000184,75.779816 18.999385,75.780615 18.997816))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-10,Synthetic - Not Government Verified,Rahul Shinde,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00604,111/44,Beed,Demo Taluka 02,Demo Village 08,Name: Shivam Wagh; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.93,Mixed Use,Occupancy Class II,DEMO-712-00604,DEMO-8A-00604,DEMO-FERFAR-00604,2026-02-05,No Recent Mutation,"POLYGON((75.768788 18.973659,75.770341 18.974788,75.769212 18.976341,75.767659 18.975212,75.768788 18.973659))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-03-21,Synthetic - Not Government Verified,Shivam Wagh,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00605,111/45,Beed,Demo Taluka 03,Demo Village 09,Name: Vaishnavi Yadav; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,3.3,Agricultural,Government Lease,DEMO-712-00605,DEMO-8A-00605,DEMO-FERFAR-00605,2026-02-15,Updated,"POLYGON((75.757000 19.012529,75.758471 19.014000,75.757000 19.015471,75.755529 19.014000,75.757000 19.012529))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-01,Synthetic - Not Government Verified,Vaishnavi Yadav,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00606,111/46,Beed,Demo Taluka 04,Demo Village 10,Name: Akash More; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,3.67,Residential,Private Tenure,DEMO-712-00606,DEMO-8A-00606,DEMO-FERFAR-00606,2026-02-25,Pending,"POLYGON((75.745248 18.988436,75.746564 18.990248,75.744752 18.991564,75.743436 18.989752,75.745248 18.988436))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-12,Synthetic - Not Government Verified,Akash More,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00607,111/47,Beed,Demo Taluka 05,Demo Village 11,Name: Dhananjay Gawande; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,4.04,Forest,Other/Restricted,DEMO-712-00607,DEMO-8A-00607,DEMO-FERFAR-00607,2026-03-07,Under Verification,"POLYGON((75.733524 18.964386,75.734614 18.966524,75.732476 18.967614,75.731386 18.965476,75.733524 18.964386))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-23,Synthetic - Not Government Verified,Dhananjay Gawande,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00608,111/48,Beed,Demo Taluka 06,Demo Village 12,Name: Nandini Raut; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,4.41,Industrial,Occupancy Class I,DEMO-712-00608,DEMO-8A-00608,DEMO-FERFAR-00608,2026-03-17,No Recent Mutation,"POLYGON((75.784822 19.003387,75.785613 19.005822,75.783178 19.006613,75.782387 19.004178,75.784822 19.003387))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-04,Synthetic - Not Government Verified,Nandini Raut,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00609,111/49,Beed,Demo Taluka 01,Demo Village 01,Name: Ramesh Kadam and Aarav Bhosale; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 05,4.78,Water Body,Occupancy Class II,DEMO-712-00609,DEMO-8A-00609,DEMO-FERFAR-00609,2026-03-27,Updated,"POLYGON((75.772665 18.980085,75.772915 18.981665,75.771335 18.981915,75.771085 18.980335,75.772665 18.980085))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-15,Synthetic - Not Government Verified,Ramesh Kadam and Aarav Bhosale,Joint Holders,50%-50%,Joint Holders,Synthetic Address 05
MH-DEMO-00610,111/50,Beed,Demo Taluka 02,Demo Village 02,Name: Sonal Ingale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,0.35,Wasteland,Government Lease,DEMO-712-00610,DEMO-8A-00610,DEMO-FERFAR-00610,2026-04-06,Pending,"POLYGON((75.759120 19.019120,75.760880 19.019120,75.760880 19.020880,75.759120 19.020880,75.759120 19.019120))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-26,Synthetic - Not Government Verified,Sonal Ingale,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00611,111/51,Beed,Demo Taluka 03,Demo Village 03,Name: Vikas Patil; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,0.72,Mixed Use,Private Tenure,DEMO-712-00611,DEMO-8A-00611,DEMO-FERFAR-00611,2026-04-16,Under Verification,"POLYGON((75.747202 18.994902,75.749098 18.995202,75.748798 18.997098,75.746902 18.996798,75.747202 18.994902))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-06,Synthetic - Not Government Verified,Vikas Patil,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00612,111/52,Beed,Demo Taluka 04,Demo Village 04,Name: Aniket Deshpande; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.09,Agricultural,Other/Restricted,DEMO-712-00612,DEMO-8A-00612,DEMO-FERFAR-00612,2026-04-26,No Recent Mutation,"POLYGON((75.735332 18.970690,75.737310 18.971332,75.736668 18.973310,75.734690 18.972668,75.735332 18.970690))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-17,Synthetic - Not Government Verified,Aniket Deshpande,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00613,111/53,Beed,Demo Taluka 05,Demo Village 05,Name: Kiran Mhatre; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.46,Residential,Occupancy Class I,DEMO-712-00613,DEMO-8A-00613,DEMO-FERFAR-00613,2026-05-06,Updated,"POLYGON((75.786511 19.009494,75.788506 19.010511,75.787489 19.012506,75.785494 19.011489,75.786511 19.009494))",Not Applicable - Rural Demo,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-28,Synthetic - Not Government Verified,Kiran Mhatre,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
